,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
2468,SWE,GDP,TOT,USD_CAP,A,1979,10157.379990000001,E
2469,SWE,GDP,TOT,USD_CAP,A,1980,11241.48817,E
2470,SWE,GDP,TOT,USD_CAP,A,1981,12346.28465,E
2471,SWE,GDP,TOT,USD_CAP,A,1982,13264.78782,E
2472,SWE,GDP,TOT,USD_CAP,A,1983,14039.58589,E
2473,SWE,GDP,TOT,USD_CAP,A,1984,15146.77656,E
2474,SWE,GDP,TOT,USD_CAP,A,1985,15938.507380000001,E
2475,SWE,GDP,TOT,USD_CAP,A,1986,16657.19116,E
2476,SWE,GDP,TOT,USD_CAP,A,1987,17582.74327,E
2477,SWE,GDP,TOT,USD_CAP,A,1988,18584.68771,E
2478,SWE,GDP,TOT,USD_CAP,A,1989,19692.941909999998,E
2479,SWE,GDP,TOT,USD_CAP,A,1990,20425.56521,E
2480,SWE,GDP,TOT,USD_CAP,A,1991,20733.818919999998,E
2481,SWE,GDP,TOT,USD_CAP,A,1992,20837.30306,E
2482,SWE,GDP,TOT,USD_CAP,A,1993,20769.11905,
2483,SWE,GDP,TOT,USD_CAP,A,1994,21890.35983,
2484,SWE,GDP,TOT,USD_CAP,A,1995,23107.28979,
2485,SWE,GDP,TOT,USD_CAP,A,1996,23934.10554,
2486,SWE,GDP,TOT,USD_CAP,A,1997,24805.66005,
2487,SWE,GDP,TOT,USD_CAP,A,1998,25888.362390000002,
2488,SWE,GDP,TOT,USD_CAP,A,1999,27471.4765,
2489,SWE,GDP,TOT,USD_CAP,A,2000,29624.021360000002,
2490,SWE,GDP,TOT,USD_CAP,A,2001,29933.2096,
2491,SWE,GDP,TOT,USD_CAP,A,2002,30926.361,
2492,SWE,GDP,TOT,USD_CAP,A,2003,31816.57172,
2493,SWE,GDP,TOT,USD_CAP,A,2004,33858.9215,
2494,SWE,GDP,TOT,USD_CAP,A,2005,34244.35929,
2495,SWE,GDP,TOT,USD_CAP,A,2006,37727.725139999995,
2496,SWE,GDP,TOT,USD_CAP,A,2007,40910.3244,
2497,SWE,GDP,TOT,USD_CAP,A,2008,42158.29643,
2498,SWE,GDP,TOT,USD_CAP,A,2009,40279.87889,
2499,SWE,GDP,TOT,USD_CAP,A,2010,42221.7602,
2500,SWE,GDP,TOT,USD_CAP,A,2011,44608.58489,
2501,SWE,GDP,TOT,USD_CAP,A,2012,45432.43101,
2502,SWE,GDP,TOT,USD_CAP,A,2013,46312.3974,
2503,SWE,GDP,TOT,USD_CAP,A,2014,47184.67317,
2504,SWE,GDP,TOT,USD_CAP,A,2015,49103.13195,
2505,SWE,GDP,TOT,USD_CAP,A,2016,50430.25079,
2506,SWE,GDP,TOT,USD_CAP,A,2017,51947.955780000004,
2507,SWE,GDP,TOT,USD_CAP,A,2018,53521.635780000004,
2508,SWE,GDP,TOT,USD_CAP,A,2019,56404.29712,
2509,SWE,GDP,TOT,USD_CAP,A,2020,56140.55135,
2510,SWE,GDP,TOT,USD_CAP,A,2021,60396.7193,
2511,SWE,GDP,TOT,USD_CAP,A,2022,65156.95075,
2565,CHE,GDP,TOT,USD_CAP,A,1970,7364.414573,E
2566,CHE,GDP,TOT,USD_CAP,A,1971,7956.218951000001,E
2567,CHE,GDP,TOT,USD_CAP,A,1972,8488.08065,E
2568,CHE,GDP,TOT,USD_CAP,A,1973,9169.311439,E
2569,CHE,GDP,TOT,USD_CAP,A,1974,10110.25201,E
2570,CHE,GDP,TOT,USD_CAP,A,1975,10332.49598,E
2571,CHE,GDP,TOT,USD_CAP,A,1976,10867.26486,E
2572,CHE,GDP,TOT,USD_CAP,A,1977,11855.005790000001,E
2573,CHE,GDP,TOT,USD_CAP,A,1978,12708.29383,E
2574,CHE,GDP,TOT,USD_CAP,A,1979,14064.96005,E
2575,CHE,GDP,TOT,USD_CAP,A,1980,15954.799519999999,
2576,CHE,GDP,TOT,USD_CAP,A,1981,17622.86145,
2577,CHE,GDP,TOT,USD_CAP,A,1982,18357.93262,
2578,CHE,GDP,TOT,USD_CAP,A,1983,19155.23834,
2579,CHE,GDP,TOT,USD_CAP,A,1984,20370.54574,
2580,CHE,GDP,TOT,USD_CAP,A,1985,21692.80166,
2581,CHE,GDP,TOT,USD_CAP,A,1986,22405.10461,
2582,CHE,GDP,TOT,USD_CAP,A,1987,23160.8208,
2583,CHE,GDP,TOT,USD_CAP,A,1988,24568.73502,
2584,CHE,GDP,TOT,USD_CAP,A,1989,26433.57559,
2585,CHE,GDP,TOT,USD_CAP,A,1990,28124.39538,
2586,CHE,GDP,TOT,USD_CAP,A,1991,28458.28115,
2587,CHE,GDP,TOT,USD_CAP,A,1992,28830.06857,
2588,CHE,GDP,TOT,USD_CAP,A,1993,29283.246389999997,
2589,CHE,GDP,TOT,USD_CAP,A,1994,30081.756289999998,
2590,CHE,GDP,TOT,USD_CAP,A,1995,30586.36,
2591,CHE,GDP,TOT,USD_CAP,A,1996,31242.60953,
2592,CHE,GDP,TOT,USD_CAP,A,1997,32440.80253,
2593,CHE,GDP,TOT,USD_CAP,A,1998,33543.64465,
2594,CHE,GDP,TOT,USD_CAP,A,1999,34401.80917,
2595,CHE,GDP,TOT,USD_CAP,A,2000,36351.765419999996,
2596,CHE,GDP,TOT,USD_CAP,A,2001,37514.75478,
2597,CHE,GDP,TOT,USD_CAP,A,2002,38410.60409,
2598,CHE,GDP,TOT,USD_CAP,A,2003,38448.71355,
2599,CHE,GDP,TOT,USD_CAP,A,2004,39884.900160000005,
2600,CHE,GDP,TOT,USD_CAP,A,2005,41244.64377,
2601,CHE,GDP,TOT,USD_CAP,A,2006,45963.05532,
2602,CHE,GDP,TOT,USD_CAP,A,2007,50584.57737,
2603,CHE,GDP,TOT,USD_CAP,A,2008,53498.0131,
2604,CHE,GDP,TOT,USD_CAP,A,2009,52732.72358,
2605,CHE,GDP,TOT,USD_CAP,A,2010,54349.19187,
2606,CHE,GDP,TOT,USD_CAP,A,2011,57493.566020000006,
2607,CHE,GDP,TOT,USD_CAP,A,2012,59440.934089999995,
2608,CHE,GDP,TOT,USD_CAP,A,2013,61656.490979999995,
2609,CHE,GDP,TOT,USD_CAP,A,2014,63417.043079999996,
2610,CHE,GDP,TOT,USD_CAP,A,2015,65265.05082999999,
2611,CHE,GDP,TOT,USD_CAP,A,2016,67350.73518999999,
2612,CHE,GDP,TOT,USD_CAP,A,2017,68193.50296,
2613,CHE,GDP,TOT,USD_CAP,A,2018,70688.84449,
2614,CHE,GDP,TOT,USD_CAP,A,2019,72668.72555,
2615,CHE,GDP,TOT,USD_CAP,A,2020,70810.83774,
2616,CHE,GDP,TOT,USD_CAP,A,2021,75969.78747000001,
2617,CHE,GDP,TOT,USD_CAP,A,2022,83484.94024,
2671,TUR,GDP,TOT,USD_CAP,A,1970,1773.56559,E
2672,TUR,GDP,TOT,USD_CAP,A,1971,1928.3830050000001,E
2673,TUR,GDP,TOT,USD_CAP,A,1972,2106.0800289999997,E
2674,TUR,GDP,TOT,USD_CAP,A,1973,2241.734588,E
2675,TUR,GDP,TOT,USD_CAP,A,1974,2510.656048,E
2676,TUR,GDP,TOT,USD_CAP,A,1975,2867.700062,E
2677,TUR,GDP,TOT,USD_CAP,A,1976,3265.854232,E
2678,TUR,GDP,TOT,USD_CAP,A,1977,3517.8072909999996,E
2679,TUR,GDP,TOT,USD_CAP,A,1978,3744.549072,E
2680,TUR,GDP,TOT,USD_CAP,A,1979,3943.4055700000004,E
2681,TUR,GDP,TOT,USD_CAP,A,1980,4108.984662,E
2682,TUR,GDP,TOT,USD_CAP,A,1981,4603.069824,E
2683,TUR,GDP,TOT,USD_CAP,A,1982,4936.278211,E
2684,TUR,GDP,TOT,USD_CAP,A,1983,5251.809031000001,E
2685,TUR,GDP,TOT,USD_CAP,A,1984,5664.869623,E
2686,TUR,GDP,TOT,USD_CAP,A,1985,5942.131534,E
2687,TUR,GDP,TOT,USD_CAP,A,1986,6338.717261,E
2688,TUR,GDP,TOT,USD_CAP,A,1987,6990.795181999999,E
2689,TUR,GDP,TOT,USD_CAP,A,1988,7266.077306,E
2690,TUR,GDP,TOT,USD_CAP,A,1989,7441.019389,E
2691,TUR,GDP,TOT,USD_CAP,A,1990,8292.000489,E
2692,TUR,GDP,TOT,USD_CAP,A,1991,8507.534988,E
2693,TUR,GDP,TOT,USD_CAP,A,1992,9071.45323,E
2694,TUR,GDP,TOT,USD_CAP,A,1993,9872.699,E
2695,TUR,GDP,TOT,USD_CAP,A,1994,9383.676082,E
2696,TUR,GDP,TOT,USD_CAP,A,1995,10111.46169,E
2697,TUR,GDP,TOT,USD_CAP,A,1996,10831.9418,E
2698,TUR,GDP,TOT,USD_CAP,A,1997,11650.89399,E
2699,TUR,GDP,TOT,USD_CAP,A,1998,8937.587566,
2700,TUR,GDP,TOT,USD_CAP,A,1999,8625.279387999999,
2701,TUR,GDP,TOT,USD_CAP,A,2000,9476.598345999999,
2702,TUR,GDP,TOT,USD_CAP,A,2001,9143.328195999999,
2703,TUR,GDP,TOT,USD_CAP,A,2002,9279.072677,
2704,TUR,GDP,TOT,USD_CAP,A,2003,9597.936618000002,
2705,TUR,GDP,TOT,USD_CAP,A,2004,10884.31934,
2706,TUR,GDP,TOT,USD_CAP,A,2005,11910.60672,
2707,TUR,GDP,TOT,USD_CAP,A,2006,13640.767730000001,
2708,TUR,GDP,TOT,USD_CAP,A,2007,14864.95506,
2709,TUR,GDP,TOT,USD_CAP,A,2008,16038.23165,
2710,TUR,GDP,TOT,USD_CAP,A,2009,15442.7742,
2711,TUR,GDP,TOT,USD_CAP,A,2010,17345.833609999998,
2712,TUR,GDP,TOT,USD_CAP,A,2011,19590.858369999998,
2713,TUR,GDP,TOT,USD_CAP,A,2012,20627.440730000002,
2714,TUR,GDP,TOT,USD_CAP,A,2013,22373.13654,
2715,TUR,GDP,TOT,USD_CAP,A,2014,24104.98458,
2716,TUR,GDP,TOT,USD_CAP,A,2015,25855.91268,
2717,TUR,GDP,TOT,USD_CAP,A,2016,26695.909369999998,
2718,TUR,GDP,TOT,USD_CAP,A,2017,28193.0614,
2719,TUR,GDP,TOT,USD_CAP,A,2018,28281.473280000002,
2720,TUR,GDP,TOT,USD_CAP,A,2019,28011.32279,
2721,TUR,GDP,TOT,USD_CAP,A,2020,27973.8993,
2722,TUR,GDP,TOT,USD_CAP,A,2021,30679.506589999997,
2723,TUR,GDP,TOT,USD_CAP,A,2022,37299.59113,E
2787,GBR,GDP,TOT,USD_CAP,A,1960,2186.298678,
2788,GBR,GDP,TOT,USD_CAP,A,1961,2248.2269969999998,
2789,GBR,GDP,TOT,USD_CAP,A,1962,2296.1798870000002,
2790,GBR,GDP,TOT,USD_CAP,A,1963,2419.069763,
2791,GBR,GDP,TOT,USD_CAP,A,1964,2563.492244,
2792,GBR,GDP,TOT,USD_CAP,A,1965,2694.142395,
2793,GBR,GDP,TOT,USD_CAP,A,1966,2834.567525,
2794,GBR,GDP,TOT,USD_CAP,A,1967,2976.523362,
2795,GBR,GDP,TOT,USD_CAP,A,1968,3268.199673,
2796,GBR,GDP,TOT,USD_CAP,A,1969,3507.172729,
2797,GBR,GDP,TOT,USD_CAP,A,1970,3636.531897,
2798,GBR,GDP,TOT,USD_CAP,A,1971,3933.8539119999996,
2799,GBR,GDP,TOT,USD_CAP,A,1972,4268.363698,
2800,GBR,GDP,TOT,USD_CAP,A,1973,4785.2381829999995,
2801,GBR,GDP,TOT,USD_CAP,A,1974,5085.088214,
2802,GBR,GDP,TOT,USD_CAP,A,1975,5475.196306,
2803,GBR,GDP,TOT,USD_CAP,A,1976,5945.686985,
2804,GBR,GDP,TOT,USD_CAP,A,1977,6473.318413,
2805,GBR,GDP,TOT,USD_CAP,A,1978,7221.480777,
2806,GBR,GDP,TOT,USD_CAP,A,1979,8104.866594,
2807,GBR,GDP,TOT,USD_CAP,A,1980,8643.641342,
2808,GBR,GDP,TOT,USD_CAP,A,1981,9382.318979000001,
2809,GBR,GDP,TOT,USD_CAP,A,1982,10172.80828,
2810,GBR,GDP,TOT,USD_CAP,A,1983,11012.667609999999,
2811,GBR,GDP,TOT,USD_CAP,A,1984,11649.63833,
2812,GBR,GDP,TOT,USD_CAP,A,1985,12484.39925,
2813,GBR,GDP,TOT,USD_CAP,A,1986,13106.91571,
2814,GBR,GDP,TOT,USD_CAP,A,1987,14125.42135,
2815,GBR,GDP,TOT,USD_CAP,A,1988,15431.54826,
2816,GBR,GDP,TOT,USD_CAP,A,1989,16403.475440000002,
2817,GBR,GDP,TOT,USD_CAP,A,1990,17094.16014,
2818,GBR,GDP,TOT,USD_CAP,A,1991,17416.13811,
2819,GBR,GDP,TOT,USD_CAP,A,1992,17839.13723,
2820,GBR,GDP,TOT,USD_CAP,A,1993,18674.843,
2821,GBR,GDP,TOT,USD_CAP,A,1994,19756.54061,
2822,GBR,GDP,TOT,USD_CAP,A,1995,20623.37695,
2823,GBR,GDP,TOT,USD_CAP,A,1996,21977.728880000002,
2824,GBR,GDP,TOT,USD_CAP,A,1997,23083.79307,
2825,GBR,GDP,TOT,USD_CAP,A,1998,23712.8926,
2826,GBR,GDP,TOT,USD_CAP,A,1999,24514.04251,
2827,GBR,GDP,TOT,USD_CAP,A,2000,26543.94329,
2828,GBR,GDP,TOT,USD_CAP,A,2001,27896.00848,
2829,GBR,GDP,TOT,USD_CAP,A,2002,29093.12223,
2830,GBR,GDP,TOT,USD_CAP,A,2003,30355.089939999998,
2831,GBR,GDP,TOT,USD_CAP,A,2004,32094.011389999996,
2832,GBR,GDP,TOT,USD_CAP,A,2005,32740.65614,
2833,GBR,GDP,TOT,USD_CAP,A,2006,34762.984730000004,
2834,GBR,GDP,TOT,USD_CAP,A,2007,35548.282360000005,
2835,GBR,GDP,TOT,USD_CAP,A,2008,36760.88619,
2836,GBR,GDP,TOT,USD_CAP,A,2009,35102.9573,
2837,GBR,GDP,TOT,USD_CAP,A,2010,36582.645410000005,
2838,GBR,GDP,TOT,USD_CAP,A,2011,37245.250089999994,
2839,GBR,GDP,TOT,USD_CAP,A,2012,38329.61108,
2840,GBR,GDP,TOT,USD_CAP,A,2013,39989.08072,
2841,GBR,GDP,TOT,USD_CAP,A,2014,41288.479530000004,
2842,GBR,GDP,TOT,USD_CAP,A,2015,42601.74744,
2843,GBR,GDP,TOT,USD_CAP,A,2016,44230.58883,
2844,GBR,GDP,TOT,USD_CAP,A,2017,46117.22568,
2845,GBR,GDP,TOT,USD_CAP,A,2018,47219.46477,
2846,GBR,GDP,TOT,USD_CAP,A,2019,49317.743239999996,
2847,GBR,GDP,TOT,USD_CAP,A,2020,45872.17827,
2848,GBR,GDP,TOT,USD_CAP,A,2021,49682.16415,
2849,GBR,GDP,TOT,USD_CAP,A,2022,53942.431820000005,
2850,USA,GDP,TOT,USD_CAP,A,1991,24289.547590000002,
2851,USA,GDP,TOT,USD_CAP,A,1992,25378.62464,
2852,USA,GDP,TOT,USD_CAP,A,1993,26350.49293,
2853,USA,GDP,TOT,USD_CAP,A,1994,27660.268360000002,
2854,USA,GDP,TOT,USD_CAP,A,1995,28657.51272,
2855,USA,GDP,TOT,USD_CAP,A,1996,29932.157769999998,
2856,USA,GDP,TOT,USD_CAP,A,1997,31424.43893,
2857,USA,GDP,TOT,USD_CAP,A,1998,32817.982,
2858,USA,GDP,TOT,USD_CAP,A,1999,34479.79436,
2859,USA,GDP,TOT,USD_CAP,A,2000,36299.66218,
2860,USA,GDP,TOT,USD_CAP,A,2001,37100.28574,
2861,USA,GDP,TOT,USD_CAP,A,2002,37954.222010000005,
2862,USA,GDP,TOT,USD_CAP,A,2003,39419.90737,
2863,USA,GDP,TOT,USD_CAP,A,2004,41659.66269,
2864,USA,GDP,TOT,USD_CAP,A,2005,44052.383,
2865,USA,GDP,TOT,USD_CAP,A,2006,46234.10571,
2866,USA,GDP,TOT,USD_CAP,A,2007,47976.20121,
2867,USA,GDP,TOT,USD_CAP,A,2008,48498.445210000005,
2868,USA,GDP,TOT,USD_CAP,A,2009,47122.98854,
2869,USA,GDP,TOT,USD_CAP,A,2010,48570.289730000004,
2870,USA,GDP,TOT,USD_CAP,A,2011,49951.90765,
2871,USA,GDP,TOT,USD_CAP,A,2012,51644.99166,
2872,USA,GDP,TOT,USD_CAP,A,2013,53116.52197,
2873,USA,GDP,TOT,USD_CAP,A,2014,54914.36822999999,
2874,USA,GDP,TOT,USD_CAP,A,2015,56520.609229999995,
2875,USA,GDP,TOT,USD_CAP,A,2016,57592.69152000001,
2876,USA,GDP,TOT,USD_CAP,A,2017,59589.233920000006,
2877,USA,GDP,TOT,USD_CAP,A,2018,62449.61283,
2878,USA,GDP,TOT,USD_CAP,A,2019,64690.2724,
2879,USA,GDP,TOT,USD_CAP,A,2020,63480.861220000006,
2880,USA,GDP,TOT,USD_CAP,A,2021,70181.12175,
2881,USA,GDP,TOT,USD_CAP,A,2022,76359.99952,E
2919,CHL,GDP,TOT,USD_CAP,A,1986,3362.5990840000004,E
2920,CHL,GDP,TOT,USD_CAP,A,1987,3609.868118,E
2921,CHL,GDP,TOT,USD_CAP,A,1988,3942.7033460000002,E
2922,CHL,GDP,TOT,USD_CAP,A,1989,4454.7103369999995,E
2923,CHL,GDP,TOT,USD_CAP,A,1990,4714.046069,E
2924,CHL,GDP,TOT,USD_CAP,A,1991,5166.520616,E
2925,CHL,GDP,TOT,USD_CAP,A,1992,5827.459668,E
2926,CHL,GDP,TOT,USD_CAP,A,1993,6270.747047999999,E
2927,CHL,GDP,TOT,USD_CAP,A,1994,6653.874731,E
2928,CHL,GDP,TOT,USD_CAP,A,1995,7388.386052,E
2929,CHL,GDP,TOT,USD_CAP,A,1996,7970.381483,
2930,CHL,GDP,TOT,USD_CAP,A,1997,8589.098315000001,
2931,CHL,GDP,TOT,USD_CAP,A,1998,8927.892867,
2932,CHL,GDP,TOT,USD_CAP,A,1999,8909.771365,
2933,CHL,GDP,TOT,USD_CAP,A,2000,9440.041965,
2934,CHL,GDP,TOT,USD_CAP,A,2001,9845.972269,
2935,CHL,GDP,TOT,USD_CAP,A,2002,10205.70405,
2936,CHL,GDP,TOT,USD_CAP,A,2003,10779.63867,
2937,CHL,GDP,TOT,USD_CAP,A,2004,11682.59953,
2938,CHL,GDP,TOT,USD_CAP,A,2005,12600.90582,
2939,CHL,GDP,TOT,USD_CAP,A,2006,15589.15751,
2940,CHL,GDP,TOT,USD_CAP,A,2007,16771.18275,
2941,CHL,GDP,TOT,USD_CAP,A,2008,16449.61427,
2942,CHL,GDP,TOT,USD_CAP,A,2009,16028.54954,
2943,CHL,GDP,TOT,USD_CAP,A,2010,18041.314309999998,
2944,CHL,GDP,TOT,USD_CAP,A,2011,20235.57035,
2945,CHL,GDP,TOT,USD_CAP,A,2012,21458.81233,
2946,CHL,GDP,TOT,USD_CAP,A,2013,22295.740019999997,
2947,CHL,GDP,TOT,USD_CAP,A,2014,22650.7124,
2948,CHL,GDP,TOT,USD_CAP,A,2015,22563.58218,
2949,CHL,GDP,TOT,USD_CAP,A,2016,23384.612380000002,
2950,CHL,GDP,TOT,USD_CAP,A,2017,24479.458730000002,
2951,CHL,GDP,TOT,USD_CAP,A,2018,25496.43105,
2952,CHL,GDP,TOT,USD_CAP,A,2019,25509.445480000002,
2953,CHL,GDP,TOT,USD_CAP,A,2020,24738.72058,
2954,CHL,GDP,TOT,USD_CAP,A,2021,28070.41325,
2955,CHL,GDP,TOT,USD_CAP,A,2022,29866.277169999998,
3009,CHN,GDP,TOT,USD_CAP,A,1970,102.947639,
3010,CHN,GDP,TOT,USD_CAP,A,1971,112.779789,
3011,CHN,GDP,TOT,USD_CAP,A,1972,119.427375,
3012,CHN,GDP,TOT,USD_CAP,A,1973,132.668593,
3013,CHN,GDP,TOT,USD_CAP,A,1974,145.300179,
3014,CHN,GDP,TOT,USD_CAP,A,1975,169.662804,
3015,CHN,GDP,TOT,USD_CAP,A,1976,173.76855600000002,
3016,CHN,GDP,TOT,USD_CAP,A,1977,195.920075,
3017,CHN,GDP,TOT,USD_CAP,A,1978,231.03336099999999,
3018,CHN,GDP,TOT,USD_CAP,A,1979,265.65738500000003,
3019,CHN,GDP,TOT,USD_CAP,A,1980,308.661929,
3020,CHN,GDP,TOT,USD_CAP,A,1981,350.287848,
3021,CHN,GDP,TOT,USD_CAP,A,1982,399.162311,
3022,CHN,GDP,TOT,USD_CAP,A,1983,453.42580599999997,
3023,CHN,GDP,TOT,USD_CAP,A,1984,534.161529,
3024,CHN,GDP,TOT,USD_CAP,A,1985,616.2420940000001,
3025,CHN,GDP,TOT,USD_CAP,A,1986,674.3603820000001,
3026,CHN,GDP,TOT,USD_CAP,A,1987,758.937825,
3027,CHN,GDP,TOT,USD_CAP,A,1988,860.2943650000001,
3028,CHN,GDP,TOT,USD_CAP,A,1989,917.7626119999999,
3029,CHN,GDP,TOT,USD_CAP,A,1990,974.429258,
3030,CHN,GDP,TOT,USD_CAP,A,1991,1086.530756,
3031,CHN,GDP,TOT,USD_CAP,A,1992,1254.7645380000001,
3032,CHN,GDP,TOT,USD_CAP,A,1993,1446.231016,
3033,CHN,GDP,TOT,USD_CAP,A,1994,1651.11518,
3034,CHN,GDP,TOT,USD_CAP,A,1995,1850.7634850000002,
3035,CHN,GDP,TOT,USD_CAP,A,1996,2050.191538,
3036,CHN,GDP,TOT,USD_CAP,A,1997,2255.3871510000004,
3037,CHN,GDP,TOT,USD_CAP,A,1998,2437.344683,
3038,CHN,GDP,TOT,USD_CAP,A,1999,2639.381556,
3039,CHN,GDP,TOT,USD_CAP,A,2000,2906.227762,
3040,CHN,GDP,TOT,USD_CAP,A,2001,3197.1184949999997,
3041,CHN,GDP,TOT,USD_CAP,A,2002,3520.7246450000002,
3042,CHN,GDP,TOT,USD_CAP,A,2003,3926.933843,
3043,CHN,GDP,TOT,USD_CAP,A,2004,4414.173002,
3044,CHN,GDP,TOT,USD_CAP,A,2005,5041.555154,
3045,CHN,GDP,TOT,USD_CAP,A,2006,5827.399829,
3046,CHN,GDP,TOT,USD_CAP,A,2007,6801.350262000001,
3047,CHN,GDP,TOT,USD_CAP,A,2008,7562.242963,
3048,CHN,GDP,TOT,USD_CAP,A,2009,8285.593793,
3049,CHN,GDP,TOT,USD_CAP,A,2010,9232.660118000002,
3050,CHN,GDP,TOT,USD_CAP,A,2011,10261.47065,
3051,CHN,GDP,TOT,USD_CAP,A,2012,11127.3668,
3052,CHN,GDP,TOT,USD_CAP,A,2013,11837.58943,
3053,CHN,GDP,TOT,USD_CAP,A,2014,12438.63033,
3054,CHN,GDP,TOT,USD_CAP,A,2015,12865.80038,
3055,CHN,GDP,TOT,USD_CAP,A,2016,13439.50899,
3056,CHN,GDP,TOT,USD_CAP,A,2017,14203.90906,
3057,CHN,GDP,TOT,USD_CAP,A,2018,15466.32998,
3058,CHN,GDP,TOT,USD_CAP,A,2019,16624.52398,
3059,CHN,GDP,TOT,USD_CAP,A,2020,17176.86566,
3060,CHN,GDP,TOT,USD_CAP,A,2021,19429.06964,
3061,CHN,GDP,TOT,USD_CAP,A,2022,21314.467780000003,
3110,COL,GDP,TOT,USD_CAP,A,1985,3027.6150829999997,E
3111,COL,GDP,TOT,USD_CAP,A,1986,3200.5093260000003,E
3112,COL,GDP,TOT,USD_CAP,A,1987,3392.5480119999997,E
3113,COL,GDP,TOT,USD_CAP,A,1988,3595.731969,E
3114,COL,GDP,TOT,USD_CAP,A,1989,3790.7346740000003,E
3115,COL,GDP,TOT,USD_CAP,A,1990,5126.493455,E
3116,COL,GDP,TOT,USD_CAP,A,1991,5338.114425,E
3117,COL,GDP,TOT,USD_CAP,A,1992,5585.122998,E
3118,COL,GDP,TOT,USD_CAP,A,1993,5930.380472,E
3119,COL,GDP,TOT,USD_CAP,A,1994,6284.421448,E
3120,COL,GDP,TOT,USD_CAP,A,1995,6646.387322,E
3121,COL,GDP,TOT,USD_CAP,A,1996,6767.940573000001,E
3122,COL,GDP,TOT,USD_CAP,A,1997,7000.196798000001,E
3123,COL,GDP,TOT,USD_CAP,A,1998,7022.024884,E
3124,COL,GDP,TOT,USD_CAP,A,1999,6658.492888000001,E
3125,COL,GDP,TOT,USD_CAP,A,2000,6886.405819,E
3126,COL,GDP,TOT,USD_CAP,A,2001,7068.835584,E
3127,COL,GDP,TOT,USD_CAP,A,2002,7265.177903,E
3128,COL,GDP,TOT,USD_CAP,A,2003,7604.164565000001,E
3129,COL,GDP,TOT,USD_CAP,A,2004,8127.579576,E
3130,COL,GDP,TOT,USD_CAP,A,2005,8676.107355,
3131,COL,GDP,TOT,USD_CAP,A,2006,9433.241822,
3132,COL,GDP,TOT,USD_CAP,A,2007,10228.18801,
3133,COL,GDP,TOT,USD_CAP,A,2008,10651.50663,
3134,COL,GDP,TOT,USD_CAP,A,2009,10720.91429,
3135,COL,GDP,TOT,USD_CAP,A,2010,11206.22183,
3136,COL,GDP,TOT,USD_CAP,A,2011,12108.23485,
3137,COL,GDP,TOT,USD_CAP,A,2012,12530.80765,
3138,COL,GDP,TOT,USD_CAP,A,2013,13266.00215,
3139,COL,GDP,TOT,USD_CAP,A,2014,13777.24196,
3140,COL,GDP,TOT,USD_CAP,A,2015,13762.750909999999,
3141,COL,GDP,TOT,USD_CAP,A,2016,14514.224390000001,
3142,COL,GDP,TOT,USD_CAP,A,2017,14930.865719999998,
3143,COL,GDP,TOT,USD_CAP,A,2018,15814.696390000001,
3144,COL,GDP,TOT,USD_CAP,A,2019,16484.7628,
3145,COL,GDP,TOT,USD_CAP,A,2020,15614.989480000002,P
3146,COL,GDP,TOT,USD_CAP,A,2021,17644.50703,P
3147,COL,GDP,TOT,USD_CAP,A,2022,20841.3779,E
3178,EST,GDP,TOT,USD_CAP,A,1993,5745.760245,E
3179,EST,GDP,TOT,USD_CAP,A,1994,5906.11504,E
3180,EST,GDP,TOT,USD_CAP,A,1995,6428.705843,
3181,EST,GDP,TOT,USD_CAP,A,1996,6845.25294,
3182,EST,GDP,TOT,USD_CAP,A,1997,7942.676789,
3183,EST,GDP,TOT,USD_CAP,A,1998,8408.654726,
3184,EST,GDP,TOT,USD_CAP,A,1999,8479.421301999999,
3185,EST,GDP,TOT,USD_CAP,A,2000,9394.096157,
3186,EST,GDP,TOT,USD_CAP,A,2001,10282.2802,
3187,EST,GDP,TOT,USD_CAP,A,2002,11628.29595,
3188,EST,GDP,TOT,USD_CAP,A,2003,13090.44604,
3189,EST,GDP,TOT,USD_CAP,A,2004,14496.5298,
3190,EST,GDP,TOT,USD_CAP,A,2005,16584.41109,
3191,EST,GDP,TOT,USD_CAP,A,2006,19288.35304,
3192,EST,GDP,TOT,USD_CAP,A,2007,22161.32026,
3193,EST,GDP,TOT,USD_CAP,A,2008,22780.0071,
3194,EST,GDP,TOT,USD_CAP,A,2009,20459.91317,
3195,EST,GDP,TOT,USD_CAP,A,2010,21588.7722,
3196,EST,GDP,TOT,USD_CAP,A,2011,24515.488569999998,
3197,EST,GDP,TOT,USD_CAP,A,2012,25946.94489,
3198,EST,GDP,TOT,USD_CAP,A,2013,27418.689639999997,
3199,EST,GDP,TOT,USD_CAP,A,2014,28917.833660000004,
3200,EST,GDP,TOT,USD_CAP,A,2015,29222.74808,
3201,EST,GDP,TOT,USD_CAP,A,2016,31310.1521,
3202,EST,GDP,TOT,USD_CAP,A,2017,33867.80354,
3203,EST,GDP,TOT,USD_CAP,A,2018,36488.63742,
3204,EST,GDP,TOT,USD_CAP,A,2019,39068.36707,
3205,EST,GDP,TOT,USD_CAP,A,2020,39460.61477,
3206,EST,GDP,TOT,USD_CAP,A,2021,43505.07486,
3207,EST,GDP,TOT,USD_CAP,A,2022,47152.17975,
3259,IND,GDP,TOT,USD_CAP,A,2004,2739.533445,E
