,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
1673,LUX,GDP,TOT,USD_CAP,A,1992,34089.58131,E
1674,LUX,GDP,TOT,USD_CAP,A,1993,35851.89783,E
1675,LUX,GDP,TOT,USD_CAP,A,1994,37470.56032,E
1676,LUX,GDP,TOT,USD_CAP,A,1995,38264.05548,
1677,LUX,GDP,TOT,USD_CAP,A,1996,39698.63112,
1678,LUX,GDP,TOT,USD_CAP,A,1997,42445.02853,
1679,LUX,GDP,TOT,USD_CAP,A,1998,44216.958269999996,
1680,LUX,GDP,TOT,USD_CAP,A,1999,49744.96918,
1681,LUX,GDP,TOT,USD_CAP,A,2000,55042.75773,
1682,LUX,GDP,TOT,USD_CAP,A,2001,56093.167610000004,
1683,LUX,GDP,TOT,USD_CAP,A,2002,58513.3936,
1684,LUX,GDP,TOT,USD_CAP,A,2003,60115.443329999995,
1685,LUX,GDP,TOT,USD_CAP,A,2004,64634.09846,
1686,LUX,GDP,TOT,USD_CAP,A,2005,68707.78171,
1687,LUX,GDP,TOT,USD_CAP,A,2006,78825.36685,
1688,LUX,GDP,TOT,USD_CAP,A,2007,84995.47876,
1689,LUX,GDP,TOT,USD_CAP,A,2008,90863.78408,
1690,LUX,GDP,TOT,USD_CAP,A,2009,86800.87348,
1691,LUX,GDP,TOT,USD_CAP,A,2010,90252.97724,
1692,LUX,GDP,TOT,USD_CAP,A,2011,94278.92285,
1693,LUX,GDP,TOT,USD_CAP,A,2012,96535.74583,
1694,LUX,GDP,TOT,USD_CAP,A,2013,100561.3664,
1695,LUX,GDP,TOT,USD_CAP,A,2014,104917.9457,
1696,LUX,GDP,TOT,USD_CAP,A,2015,107898.3042,
1697,LUX,GDP,TOT,USD_CAP,A,2016,112955.4702,
1698,LUX,GDP,TOT,USD_CAP,A,2017,114862.5288,
1699,LUX,GDP,TOT,USD_CAP,A,2018,116334.7247,
1700,LUX,GDP,TOT,USD_CAP,A,2019,119364.1514,
1701,LUX,GDP,TOT,USD_CAP,A,2020,119407.8988,
1702,LUX,GDP,TOT,USD_CAP,A,2021,131430.737,
1703,LUX,GDP,TOT,USD_CAP,A,2022,140150.3982,
1704,MEX,GDP,TOT,USD_CAP,A,1991,7616.689733,E
1705,MEX,GDP,TOT,USD_CAP,A,1992,7938.419674,E
1706,MEX,GDP,TOT,USD_CAP,A,1993,8280.532734999999,
1707,MEX,GDP,TOT,USD_CAP,A,1994,8736.564824,
1708,MEX,GDP,TOT,USD_CAP,A,1995,8231.658739,
1709,MEX,GDP,TOT,USD_CAP,A,1996,8820.661494,
1710,MEX,GDP,TOT,USD_CAP,A,1997,9456.139259,
1711,MEX,GDP,TOT,USD_CAP,A,1998,9925.675065000001,
1712,MEX,GDP,TOT,USD_CAP,A,1999,10216.05314,
1713,MEX,GDP,TOT,USD_CAP,A,2000,10870.092120000001,
1714,MEX,GDP,TOT,USD_CAP,A,2001,10937.1379,
1715,MEX,GDP,TOT,USD_CAP,A,2002,10999.98034,
1716,MEX,GDP,TOT,USD_CAP,A,2003,11308.49237,
1717,MEX,GDP,TOT,USD_CAP,A,2004,11926.995990000001,
1718,MEX,GDP,TOT,USD_CAP,A,2005,12521.72683,
1719,MEX,GDP,TOT,USD_CAP,A,2006,13703.791519999999,
1720,MEX,GDP,TOT,USD_CAP,A,2007,14215.81774,
1721,MEX,GDP,TOT,USD_CAP,A,2008,14859.23399,
1722,MEX,GDP,TOT,USD_CAP,A,2009,14497.97004,
1723,MEX,GDP,TOT,USD_CAP,A,2010,15228.501119999999,
1724,MEX,GDP,TOT,USD_CAP,A,2011,16521.77444,
1725,MEX,GDP,TOT,USD_CAP,A,2012,17195.05701,
1726,MEX,GDP,TOT,USD_CAP,A,2013,17437.042080000003,
1727,MEX,GDP,TOT,USD_CAP,A,2014,18153.35104,
1728,MEX,GDP,TOT,USD_CAP,A,2015,18430.2189,
1729,MEX,GDP,TOT,USD_CAP,A,2016,19791.25977,
1730,MEX,GDP,TOT,USD_CAP,A,2017,20201.85655,
1731,MEX,GDP,TOT,USD_CAP,A,2018,20561.2469,
1732,MEX,GDP,TOT,USD_CAP,A,2019,20244.55748,
1733,MEX,GDP,TOT,USD_CAP,A,2020,18465.57537,P
1734,MEX,GDP,TOT,USD_CAP,A,2021,19438.78213,P
1735,MEX,GDP,TOT,USD_CAP,A,2022,21331.93797,E
1790,NLD,GDP,TOT,USD_CAP,A,1969,4086.836185,E
1791,NLD,GDP,TOT,USD_CAP,A,1970,4419.517385,E
1792,NLD,GDP,TOT,USD_CAP,A,1971,4785.167958,E
1793,NLD,GDP,TOT,USD_CAP,A,1972,5064.9373,E
1794,NLD,GDP,TOT,USD_CAP,A,1973,5606.093215,E
1795,NLD,GDP,TOT,USD_CAP,A,1974,6321.237514,E
1796,NLD,GDP,TOT,USD_CAP,A,1975,6856.015561,E
1797,NLD,GDP,TOT,USD_CAP,A,1976,7517.4484840000005,E
1798,NLD,GDP,TOT,USD_CAP,A,1977,8089.192591,E
1799,NLD,GDP,TOT,USD_CAP,A,1978,8807.215863,E
1800,NLD,GDP,TOT,USD_CAP,A,1979,9664.890443,E
1801,NLD,GDP,TOT,USD_CAP,A,1980,10792.8441,E
1802,NLD,GDP,TOT,USD_CAP,A,1981,11640.051290000001,E
1803,NLD,GDP,TOT,USD_CAP,A,1982,12150.4226,E
1804,NLD,GDP,TOT,USD_CAP,A,1983,12837.457859999999,E
1805,NLD,GDP,TOT,USD_CAP,A,1984,13655.54429,E
1806,NLD,GDP,TOT,USD_CAP,A,1985,14386.0404,E
1807,NLD,GDP,TOT,USD_CAP,A,1986,15002.96299,E
1808,NLD,GDP,TOT,USD_CAP,A,1987,15567.206890000001,E
1809,NLD,GDP,TOT,USD_CAP,A,1988,16562.497040000002,E
1810,NLD,GDP,TOT,USD_CAP,A,1989,17868.49793,E
1811,NLD,GDP,TOT,USD_CAP,A,1990,19182.31593,E
1812,NLD,GDP,TOT,USD_CAP,A,1991,20151.56969,E
1813,NLD,GDP,TOT,USD_CAP,A,1992,20805.037659999998,E
1814,NLD,GDP,TOT,USD_CAP,A,1993,21413.7066,E
1815,NLD,GDP,TOT,USD_CAP,A,1994,22385.36949,E
1816,NLD,GDP,TOT,USD_CAP,A,1995,23446.9927,
1817,NLD,GDP,TOT,USD_CAP,A,1996,24516.3215,
1818,NLD,GDP,TOT,USD_CAP,A,1997,26016.40203,
1819,NLD,GDP,TOT,USD_CAP,A,1998,27709.97377,
1820,NLD,GDP,TOT,USD_CAP,A,1999,29268.685489999996,
1821,NLD,GDP,TOT,USD_CAP,A,2000,31875.989060000004,
1822,NLD,GDP,TOT,USD_CAP,A,2001,33186.91417,
1823,NLD,GDP,TOT,USD_CAP,A,2002,34447.05337,
1824,NLD,GDP,TOT,USD_CAP,A,2003,34151.98405,
1825,NLD,GDP,TOT,USD_CAP,A,2004,35809.49984,
1826,NLD,GDP,TOT,USD_CAP,A,2005,37625.25244,
1827,NLD,GDP,TOT,USD_CAP,A,2006,41011.39358,
1828,NLD,GDP,TOT,USD_CAP,A,2007,43943.90975,
1829,NLD,GDP,TOT,USD_CAP,A,2008,46419.04259,
1830,NLD,GDP,TOT,USD_CAP,A,2009,44558.44026,
1831,NLD,GDP,TOT,USD_CAP,A,2010,45042.66621,
1832,NLD,GDP,TOT,USD_CAP,A,2011,46599.227660000004,
1833,NLD,GDP,TOT,USD_CAP,A,2012,47271.96823,
1834,NLD,GDP,TOT,USD_CAP,A,2013,49242.78671,
1835,NLD,GDP,TOT,USD_CAP,A,2014,49233.23035,
1836,NLD,GDP,TOT,USD_CAP,A,2015,50288.35282,
1837,NLD,GDP,TOT,USD_CAP,A,2016,52289.40429,
1838,NLD,GDP,TOT,USD_CAP,A,2017,55089.58143,
1839,NLD,GDP,TOT,USD_CAP,A,2018,57825.399710000005,
1840,NLD,GDP,TOT,USD_CAP,A,2019,60207.9957,
1841,NLD,GDP,TOT,USD_CAP,A,2020,59821.26624,
1842,NLD,GDP,TOT,USD_CAP,A,2021,64488.95841,P
1843,NLD,GDP,TOT,USD_CAP,A,2022,70861.36649,P
1897,NZL,GDP,TOT,USD_CAP,A,1970,3908.4412159999997,E
1898,NZL,GDP,TOT,USD_CAP,A,1971,4287.951617000001,
1899,NZL,GDP,TOT,USD_CAP,A,1972,4698.230474,
1900,NZL,GDP,TOT,USD_CAP,A,1973,5060.832064,
1901,NZL,GDP,TOT,USD_CAP,A,1974,5655.977355,
1902,NZL,GDP,TOT,USD_CAP,A,1975,6267.234985,
1903,NZL,GDP,TOT,USD_CAP,A,1976,6516.579696,
1904,NZL,GDP,TOT,USD_CAP,A,1977,6443.475875,
1905,NZL,GDP,TOT,USD_CAP,A,1978,7218.047140000001,
1906,NZL,GDP,TOT,USD_CAP,A,1979,7634.775479000001,
1907,NZL,GDP,TOT,USD_CAP,A,1980,8413.261719,
1908,NZL,GDP,TOT,USD_CAP,A,1981,9404.359471,
1909,NZL,GDP,TOT,USD_CAP,A,1982,10401.915159999999,
1910,NZL,GDP,TOT,USD_CAP,A,1983,11167.009740000001,
1911,NZL,GDP,TOT,USD_CAP,A,1984,12249.19076,
1912,NZL,GDP,TOT,USD_CAP,A,1985,12593.25402,
1913,NZL,GDP,TOT,USD_CAP,A,1986,13197.63384,
1914,NZL,GDP,TOT,USD_CAP,A,1987,13329.3142,
1915,NZL,GDP,TOT,USD_CAP,A,1988,13828.910119999999,
1916,NZL,GDP,TOT,USD_CAP,A,1989,14410.0046,
1917,NZL,GDP,TOT,USD_CAP,A,1990,14654.01795,
1918,NZL,GDP,TOT,USD_CAP,A,1991,14485.712109999999,
1919,NZL,GDP,TOT,USD_CAP,A,1992,14852.905690000001,
1920,NZL,GDP,TOT,USD_CAP,A,1993,15847.1959,
1921,NZL,GDP,TOT,USD_CAP,A,1994,16979.53027,
1922,NZL,GDP,TOT,USD_CAP,A,1995,17794.73829,
1923,NZL,GDP,TOT,USD_CAP,A,1996,18361.65155,
1924,NZL,GDP,TOT,USD_CAP,A,1997,19070.60171,
1925,NZL,GDP,TOT,USD_CAP,A,1998,19284.721019999997,
1926,NZL,GDP,TOT,USD_CAP,A,1999,20537.59563,
1927,NZL,GDP,TOT,USD_CAP,A,2000,21459.170769999997,
1928,NZL,GDP,TOT,USD_CAP,A,2001,22416.66995,
1929,NZL,GDP,TOT,USD_CAP,A,2002,23180.064980000003,
1930,NZL,GDP,TOT,USD_CAP,A,2003,23885.10069,
1931,NZL,GDP,TOT,USD_CAP,A,2004,25018.84566,
1932,NZL,GDP,TOT,USD_CAP,A,2005,25590.12745,
1933,NZL,GDP,TOT,USD_CAP,A,2006,27652.794360000004,
1934,NZL,GDP,TOT,USD_CAP,A,2007,29252.86279,
1935,NZL,GDP,TOT,USD_CAP,A,2008,29748.931569999997,
1936,NZL,GDP,TOT,USD_CAP,A,2009,30570.163360000002,
1937,NZL,GDP,TOT,USD_CAP,A,2010,31138.14575,
1938,NZL,GDP,TOT,USD_CAP,A,2011,32638.10333,
1939,NZL,GDP,TOT,USD_CAP,A,2012,32916.91304,
1940,NZL,GDP,TOT,USD_CAP,A,2013,36084.86578,
1941,NZL,GDP,TOT,USD_CAP,A,2014,37084.79414,
1942,NZL,GDP,TOT,USD_CAP,A,2015,37246.95114,
1943,NZL,GDP,TOT,USD_CAP,A,2016,39696.94607,
1944,NZL,GDP,TOT,USD_CAP,A,2017,41994.48782,
1945,NZL,GDP,TOT,USD_CAP,A,2018,42320.90645,
1946,NZL,GDP,TOT,USD_CAP,A,2019,45518.30747,
1947,NZL,GDP,TOT,USD_CAP,A,2020,45457.17877,
1948,NZL,GDP,TOT,USD_CAP,A,2021,47981.69224,
1949,NZL,GDP,TOT,USD_CAP,A,2022,51455.07625,E
2003,NOR,GDP,TOT,USD_CAP,A,1970,3364.9074659999997,
2004,NOR,GDP,TOT,USD_CAP,A,1971,3710.2244619999997,
2005,NOR,GDP,TOT,USD_CAP,A,1972,4045.837204,
2006,NOR,GDP,TOT,USD_CAP,A,1973,4429.454813,
2007,NOR,GDP,TOT,USD_CAP,A,1974,4987.195104,
2008,NOR,GDP,TOT,USD_CAP,A,1975,5687.587065,
2009,NOR,GDP,TOT,USD_CAP,A,1976,6320.195221,
2010,NOR,GDP,TOT,USD_CAP,A,1977,6962.795809,
2011,NOR,GDP,TOT,USD_CAP,A,1978,7710.398549,
2012,NOR,GDP,TOT,USD_CAP,A,1979,8685.248568,
2013,NOR,GDP,TOT,USD_CAP,A,1980,9870.513797,
2014,NOR,GDP,TOT,USD_CAP,A,1981,10939.68591,
2015,NOR,GDP,TOT,USD_CAP,A,1982,11600.46203,
2016,NOR,GDP,TOT,USD_CAP,A,1983,12494.29499,
2017,NOR,GDP,TOT,USD_CAP,A,1984,13688.743559999999,
2018,NOR,GDP,TOT,USD_CAP,A,1985,14859.21509,
2019,NOR,GDP,TOT,USD_CAP,A,1986,15718.200169999998,
2020,NOR,GDP,TOT,USD_CAP,A,1987,16311.028719999998,
2021,NOR,GDP,TOT,USD_CAP,A,1988,16755.26728,
2022,NOR,GDP,TOT,USD_CAP,A,1989,17517.99727,
2023,NOR,GDP,TOT,USD_CAP,A,1990,18463.77087,
2024,NOR,GDP,TOT,USD_CAP,A,1991,19579.98099,
2025,NOR,GDP,TOT,USD_CAP,A,1992,20625.87159,
2026,NOR,GDP,TOT,USD_CAP,A,1993,21584.5911,
2027,NOR,GDP,TOT,USD_CAP,A,1994,23026.47263,
2028,NOR,GDP,TOT,USD_CAP,A,1995,24362.69458,
2029,NOR,GDP,TOT,USD_CAP,A,1996,26827.75449,
2030,NOR,GDP,TOT,USD_CAP,A,1997,28609.60726,
2031,NOR,GDP,TOT,USD_CAP,A,1998,28202.23613,
2032,NOR,GDP,TOT,USD_CAP,A,1999,30573.137339999997,
2033,NOR,GDP,TOT,USD_CAP,A,2000,36988.65878,
2034,NOR,GDP,TOT,USD_CAP,A,2001,37827.470760000004,
2035,NOR,GDP,TOT,USD_CAP,A,2002,38057.575489999996,
2036,NOR,GDP,TOT,USD_CAP,A,2003,38683.29565,
2037,NOR,GDP,TOT,USD_CAP,A,2004,42671.12953,
2038,NOR,GDP,TOT,USD_CAP,A,2005,47969.88536,
2039,NOR,GDP,TOT,USD_CAP,A,2006,54362.23635,
2040,NOR,GDP,TOT,USD_CAP,A,2007,56177.47985,
2041,NOR,GDP,TOT,USD_CAP,A,2008,62075.51376,
2042,NOR,GDP,TOT,USD_CAP,A,2009,55617.6798,
2043,NOR,GDP,TOT,USD_CAP,A,2010,58229.71302999999,
2044,NOR,GDP,TOT,USD_CAP,A,2011,62461.20277999999,
2045,NOR,GDP,TOT,USD_CAP,A,2012,65768.75327,
2046,NOR,GDP,TOT,USD_CAP,A,2013,67372.92817999999,
2047,NOR,GDP,TOT,USD_CAP,A,2014,66335.45965,
2048,NOR,GDP,TOT,USD_CAP,A,2015,60721.583810000004,
2049,NOR,GDP,TOT,USD_CAP,A,2016,59263.43047000001,
2050,NOR,GDP,TOT,USD_CAP,A,2017,64589.16317000001,
2051,NOR,GDP,TOT,USD_CAP,A,2018,70252.73545,
2052,NOR,GDP,TOT,USD_CAP,A,2019,69915.01766,
2053,NOR,GDP,TOT,USD_CAP,A,2020,65135.92067000001,
2054,NOR,GDP,TOT,USD_CAP,A,2021,81871.64299,
2055,NOR,GDP,TOT,USD_CAP,A,2022,114932.1924,
2089,POL,GDP,TOT,USD_CAP,A,1990,6205.071655,E
2090,POL,GDP,TOT,USD_CAP,A,1991,5952.660254,E
2091,POL,GDP,TOT,USD_CAP,A,1992,6230.971929,E
2092,POL,GDP,TOT,USD_CAP,A,1993,6608.81136,E
2093,POL,GDP,TOT,USD_CAP,A,1994,7101.438381999999,E
2094,POL,GDP,TOT,USD_CAP,A,1995,7749.823854,
2095,POL,GDP,TOT,USD_CAP,A,1996,8350.588468,
2096,POL,GDP,TOT,USD_CAP,A,1997,9020.076691,
2097,POL,GDP,TOT,USD_CAP,A,1998,9582.019737999999,
2098,POL,GDP,TOT,USD_CAP,A,1999,10143.29528,
2099,POL,GDP,TOT,USD_CAP,A,2000,10674.91476,
2100,POL,GDP,TOT,USD_CAP,A,2001,11120.99956,
2101,POL,GDP,TOT,USD_CAP,A,2002,11803.761359999999,
2102,POL,GDP,TOT,USD_CAP,A,2003,12292.16188,
2103,POL,GDP,TOT,USD_CAP,A,2004,13354.532870000001,
2104,POL,GDP,TOT,USD_CAP,A,2005,13898.41301,
2105,POL,GDP,TOT,USD_CAP,A,2006,15155.041819999999,
2106,POL,GDP,TOT,USD_CAP,A,2007,16806.97049,
2107,POL,GDP,TOT,USD_CAP,A,2008,18308.03899,
2108,POL,GDP,TOT,USD_CAP,A,2009,19074.44445,
2109,POL,GDP,TOT,USD_CAP,A,2010,20632.5685,
2110,POL,GDP,TOT,USD_CAP,A,2011,22386.22712,
2111,POL,GDP,TOT,USD_CAP,A,2012,23300.92291,
2112,POL,GDP,TOT,USD_CAP,A,2013,24028.186719999998,
2113,POL,GDP,TOT,USD_CAP,A,2014,25005.65569,
2114,POL,GDP,TOT,USD_CAP,A,2015,26495.814919999997,
2115,POL,GDP,TOT,USD_CAP,A,2016,27830.92774,
2116,POL,GDP,TOT,USD_CAP,A,2017,29609.446369999998,
2117,POL,GDP,TOT,USD_CAP,A,2018,31662.210539999996,
2118,POL,GDP,TOT,USD_CAP,A,2019,34592.87375,
2119,POL,GDP,TOT,USD_CAP,A,2020,34896.8226,
2120,POL,GDP,TOT,USD_CAP,A,2021,37825.96945,
2121,POL,GDP,TOT,USD_CAP,A,2022,43113.43206,B
2175,PRT,GDP,TOT,USD_CAP,A,1970,2078.171857,E
2176,PRT,GDP,TOT,USD_CAP,A,1971,2348.791921,E
2177,PRT,GDP,TOT,USD_CAP,A,1972,2650.7221489999997,E
2178,PRT,GDP,TOT,USD_CAP,A,1973,3108.066071,E
2179,PRT,GDP,TOT,USD_CAP,A,1974,3379.11248,E
2180,PRT,GDP,TOT,USD_CAP,A,1975,3399.9391549999996,E
2181,PRT,GDP,TOT,USD_CAP,A,1976,3727.1853549999996,E
2182,PRT,GDP,TOT,USD_CAP,A,1977,4136.352416,E
2183,PRT,GDP,TOT,USD_CAP,A,1978,4502.918671,E
2184,PRT,GDP,TOT,USD_CAP,A,1979,5096.5731,E
2185,PRT,GDP,TOT,USD_CAP,A,1980,5749.495758,E
2186,PRT,GDP,TOT,USD_CAP,A,1981,6340.823743,E
2187,PRT,GDP,TOT,USD_CAP,A,1982,6834.024479000001,E
2188,PRT,GDP,TOT,USD_CAP,A,1983,7058.781995,E
2189,PRT,GDP,TOT,USD_CAP,A,1984,7151.525852,E
2190,PRT,GDP,TOT,USD_CAP,A,1985,7568.1449680000005,E
2191,PRT,GDP,TOT,USD_CAP,A,1986,8040.264873,E
2192,PRT,GDP,TOT,USD_CAP,A,1987,8779.763139,E
2193,PRT,GDP,TOT,USD_CAP,A,1988,9795.666002,E
2194,PRT,GDP,TOT,USD_CAP,A,1989,10869.12978,E
2195,PRT,GDP,TOT,USD_CAP,A,1990,11766.453959999999,E
2196,PRT,GDP,TOT,USD_CAP,A,1991,12731.74482,E
2197,PRT,GDP,TOT,USD_CAP,A,1992,13169.059790000001,E
2198,PRT,GDP,TOT,USD_CAP,A,1993,13191.05581,E
2199,PRT,GDP,TOT,USD_CAP,A,1994,13570.077180000002,E
2200,PRT,GDP,TOT,USD_CAP,A,1995,14407.0664,
2201,PRT,GDP,TOT,USD_CAP,A,1996,14921.73824,
2202,PRT,GDP,TOT,USD_CAP,A,1997,15788.630619999998,
2203,PRT,GDP,TOT,USD_CAP,A,1998,16687.43897,
2204,PRT,GDP,TOT,USD_CAP,A,1999,17718.19956,
2205,PRT,GDP,TOT,USD_CAP,A,2000,18880.30375,
2206,PRT,GDP,TOT,USD_CAP,A,2001,19528.68953,
2207,PRT,GDP,TOT,USD_CAP,A,2002,20356.721559999998,
2208,PRT,GDP,TOT,USD_CAP,A,2003,20852.18351,
2209,PRT,GDP,TOT,USD_CAP,A,2004,21477.874490000002,
2210,PRT,GDP,TOT,USD_CAP,A,2005,22725.351609999998,
2211,PRT,GDP,TOT,USD_CAP,A,2006,24681.096080000003,
2212,PRT,GDP,TOT,USD_CAP,A,2007,25736.27691,
2213,PRT,GDP,TOT,USD_CAP,A,2008,26665.77158,
2214,PRT,GDP,TOT,USD_CAP,A,2009,26459.28717,
2215,PRT,GDP,TOT,USD_CAP,A,2010,27260.554160000003,
2216,PRT,GDP,TOT,USD_CAP,A,2011,26769.42769,
2217,PRT,GDP,TOT,USD_CAP,A,2012,26438.14047,
2218,PRT,GDP,TOT,USD_CAP,A,2013,27936.0063,
2219,PRT,GDP,TOT,USD_CAP,A,2014,28742.313130000002,
2220,PRT,GDP,TOT,USD_CAP,A,2015,29660.8459,
2221,PRT,GDP,TOT,USD_CAP,A,2016,31607.61019,
2222,PRT,GDP,TOT,USD_CAP,A,2017,33044.70015,
2223,PRT,GDP,TOT,USD_CAP,A,2018,34928.618989999995,
2224,PRT,GDP,TOT,USD_CAP,A,2019,37299.182310000004,
2225,PRT,GDP,TOT,USD_CAP,A,2020,34955.611560000005,
2226,PRT,GDP,TOT,USD_CAP,A,2021,36971.2691,
2227,PRT,GDP,TOT,USD_CAP,A,2022,42313.13069,P
2259,SVK,GDP,TOT,USD_CAP,A,1992,7186.836539,E
2260,SVK,GDP,TOT,USD_CAP,A,1993,7471.730972,E
2261,SVK,GDP,TOT,USD_CAP,A,1994,8071.649734999999,E
2262,SVK,GDP,TOT,USD_CAP,A,1995,8695.696415999999,
2263,SVK,GDP,TOT,USD_CAP,A,1996,9406.977202,
2264,SVK,GDP,TOT,USD_CAP,A,1997,10085.76853,
2265,SVK,GDP,TOT,USD_CAP,A,1998,10622.62733,
2266,SVK,GDP,TOT,USD_CAP,A,1999,10714.989609999999,
2267,SVK,GDP,TOT,USD_CAP,A,2000,11353.50553,
2268,SVK,GDP,TOT,USD_CAP,A,2001,12386.83387,
2269,SVK,GDP,TOT,USD_CAP,A,2002,13307.8781,
2270,SVK,GDP,TOT,USD_CAP,A,2003,14166.12004,
2271,SVK,GDP,TOT,USD_CAP,A,2004,15197.88954,
2272,SVK,GDP,TOT,USD_CAP,A,2005,16595.2616,
2273,SVK,GDP,TOT,USD_CAP,A,2006,18850.138469999998,
2274,SVK,GDP,TOT,USD_CAP,A,2007,21138.750630000002,
2275,SVK,GDP,TOT,USD_CAP,A,2008,23608.97752,
2276,SVK,GDP,TOT,USD_CAP,A,2009,22947.25335,
2277,SVK,GDP,TOT,USD_CAP,A,2010,25221.41444,
2278,SVK,GDP,TOT,USD_CAP,A,2011,26260.18476,
2279,SVK,GDP,TOT,USD_CAP,A,2012,27000.730260000004,
2280,SVK,GDP,TOT,USD_CAP,A,2013,28021.09042,
2281,SVK,GDP,TOT,USD_CAP,A,2014,29029.58768,
2282,SVK,GDP,TOT,USD_CAP,A,2015,30062.17965,
2283,SVK,GDP,TOT,USD_CAP,A,2016,29737.530089999997,
2284,SVK,GDP,TOT,USD_CAP,A,2017,30147.01598,
2285,SVK,GDP,TOT,USD_CAP,A,2018,31374.188,
2286,SVK,GDP,TOT,USD_CAP,A,2019,33459.32426,
2287,SVK,GDP,TOT,USD_CAP,A,2020,32912.70989,
2288,SVK,GDP,TOT,USD_CAP,A,2021,34547.08657,
2289,SVK,GDP,TOT,USD_CAP,A,2022,37067.28435,
2343,ESP,GDP,TOT,USD_CAP,A,1970,2768.892291,E
2344,ESP,GDP,TOT,USD_CAP,A,1971,3016.556056,E
2345,ESP,GDP,TOT,USD_CAP,A,1972,3373.03744,E
2346,ESP,GDP,TOT,USD_CAP,A,1973,3800.607035,E
2347,ESP,GDP,TOT,USD_CAP,A,1974,4333.4242509999995,E
2348,ESP,GDP,TOT,USD_CAP,A,1975,4711.157301,E
2349,ESP,GDP,TOT,USD_CAP,A,1976,5074.348485,E
2350,ESP,GDP,TOT,USD_CAP,A,1977,5477.089666,E
2351,ESP,GDP,TOT,USD_CAP,A,1978,5881.633987,E
2352,ESP,GDP,TOT,USD_CAP,A,1979,6315.585177,E
2353,ESP,GDP,TOT,USD_CAP,A,1980,6962.742478,E
2354,ESP,GDP,TOT,USD_CAP,A,1981,7564.883876000001,E
2355,ESP,GDP,TOT,USD_CAP,A,1982,8088.8734620000005,E
2356,ESP,GDP,TOT,USD_CAP,A,1983,8514.321954000001,E
2357,ESP,GDP,TOT,USD_CAP,A,1984,8942.337431999998,E
2358,ESP,GDP,TOT,USD_CAP,A,1985,9404.647692,E
2359,ESP,GDP,TOT,USD_CAP,A,1986,9876.097641,E
2360,ESP,GDP,TOT,USD_CAP,A,1987,10655.43363,E
2361,ESP,GDP,TOT,USD_CAP,A,1988,11567.813540000001,E
2362,ESP,GDP,TOT,USD_CAP,A,1989,12577.2207,E
2363,ESP,GDP,TOT,USD_CAP,A,1990,13520.86046,E
2364,ESP,GDP,TOT,USD_CAP,A,1991,14308.61081,E
2365,ESP,GDP,TOT,USD_CAP,A,1992,14736.2241,E
2366,ESP,GDP,TOT,USD_CAP,A,1993,14897.34244,E
2367,ESP,GDP,TOT,USD_CAP,A,1994,15550.19652,E
2368,ESP,GDP,TOT,USD_CAP,A,1995,16290.47236,
2369,ESP,GDP,TOT,USD_CAP,A,1996,16982.1802,
2370,ESP,GDP,TOT,USD_CAP,A,1997,17916.03217,
2371,ESP,GDP,TOT,USD_CAP,A,1998,19101.54459,
2372,ESP,GDP,TOT,USD_CAP,A,1999,19962.79211,
2373,ESP,GDP,TOT,USD_CAP,A,2000,21595.5949,
2374,ESP,GDP,TOT,USD_CAP,A,2001,23001.07844,
2375,ESP,GDP,TOT,USD_CAP,A,2002,24376.328709999998,
2376,ESP,GDP,TOT,USD_CAP,A,2003,25042.28983,
2377,ESP,GDP,TOT,USD_CAP,A,2004,26182.03929,
2378,ESP,GDP,TOT,USD_CAP,A,2005,27600.93718,
2379,ESP,GDP,TOT,USD_CAP,A,2006,30743.71395,
2380,ESP,GDP,TOT,USD_CAP,A,2007,32467.040989999998,
2381,ESP,GDP,TOT,USD_CAP,A,2008,33242.24543,
2382,ESP,GDP,TOT,USD_CAP,A,2009,32089.527560000002,
2383,ESP,GDP,TOT,USD_CAP,A,2010,31690.887689999996,
2384,ESP,GDP,TOT,USD_CAP,A,2011,31872.36309,
2385,ESP,GDP,TOT,USD_CAP,A,2012,31724.78535,
2386,ESP,GDP,TOT,USD_CAP,A,2013,32463.12368,
2387,ESP,GDP,TOT,USD_CAP,A,2014,33558.97667,
2388,ESP,GDP,TOT,USD_CAP,A,2015,34945.48161,
2389,ESP,GDP,TOT,USD_CAP,A,2016,37333.06491,
2390,ESP,GDP,TOT,USD_CAP,A,2017,39601.47963,
2391,ESP,GDP,TOT,USD_CAP,A,2018,40776.7683,
2392,ESP,GDP,TOT,USD_CAP,A,2019,43135.74195,
2393,ESP,GDP,TOT,USD_CAP,A,2020,38039.43197,
2394,ESP,GDP,TOT,USD_CAP,A,2021,41219.28508,P
2395,ESP,GDP,TOT,USD_CAP,A,2022,46303.275669999995,P
2459,SWE,GDP,TOT,USD_CAP,A,1970,4905.806826,E
2460,SWE,GDP,TOT,USD_CAP,A,1971,5167.8431439999995,E
2461,SWE,GDP,TOT,USD_CAP,A,1972,5498.331828,E
2462,SWE,GDP,TOT,USD_CAP,A,1973,6018.647189,E
2463,SWE,GDP,TOT,USD_CAP,A,1974,6750.146536,E
2464,SWE,GDP,TOT,USD_CAP,A,1975,7535.047820999999,E
2465,SWE,GDP,TOT,USD_CAP,A,1976,8004.533670999999,E
2466,SWE,GDP,TOT,USD_CAP,A,1977,8336.767838,E
2467,SWE,GDP,TOT,USD_CAP,A,1978,9053.122034999999,E
